text_after_cleaning,text,tweet_id,clean_tweets
wena nje thula ungazngeni,@akua_ohenewaaa @Itz_Kwakwa Wena nje thula. Ungazngeni.🤣🤣,tweet_1533452032463540226,wena nje thula ungazngeni🤣🤣
i hear akulalwa emhlanga i fitness bunny yami encinci ibafakile kuma morning walks angimhambisele her training shoes vele kube lit,"I hear akulalwa eMhlanga I fitness Bunny yami encinci ibafakile kuma morning walks 😂😂😂😂😂 Angimhambisele her training shoes , vele kube LIT 💃😍💃 https://t.co/V43HwlOtiV",tweet_1264843759348482048,i hear akulalwa emhlanga i fitness bunny yami encinci ibafakile kuma morning walks 😂😂😂😂😂 angimhambisele her training shoes vele kube lit 💃😍💃
we oe angiyazi mina lento,@minnie_gcwabe 🔥 we oe! Angiyazi mina lento.,tweet_1246182730938941440,🔥 we oe angiyazi mina lento
wenzeni kodwa kuweniyakuthanda ukulwa mahlaba,@IamMahlaba @MandlanziSoweto Wenzeni kodwa kuwe😂😂niyakuthanda ukulwa Mahlaba🙈,tweet_1268520458217021443,wenzeni kodwa kuwe😂😂niyakuthanda ukulwa mahlaba🙈
ay ngekemfana kithi leyangane ngiythanda ukufa kodwa i must move on now,"@MondliBrianZum1 @imilwah @_iamRISEMAN Ay ngeke😔😔mfana kithi leyangane ngiythanda ukufa Kodwa, I must move on now.",tweet_1339625880537227272,ay ngeke😔😔mfana kithi leyangane ngiythanda ukufa kodwa i must move on now
heyake tito mboweni mphathi weyimali kanti kwenzekalani ngawe omama bethu siyabathanda imphela kodwa haaa wenake daughter of the year,"@Saneliso_shezi Heyake Tito Mboweni, mphathi weyimali kanti kwenzekalani ngawe?? Omama bethu siyabathanda imphela kodwa haaa wenake daughter of the year😂 https://t.co/bUAeo9Itod",tweet_1273582185052811265,heyake tito mboweni mphathi weyimali kanti kwenzekalani ngawe omama bethu siyabathanda imphela kodwa haaa wenake daughter of the year😂
votani sobona after i have won ukuthi simisa kanjani,@Boet_Duma @Mnathero 😭😹😹 votani sobona after I have won ukuthi simisa kanjani.,tweet_1283457648113876992,😭😹😹 votani sobona after i have won ukuthi simisa kanjani
kodwa bathi like inuke kanti kuzidlulela inhlwathi nje angaz noma yiqiniso yini ‍️,"@nkazimulomz Kodwa bathi like inuke, kanti kuzidlulela inhlwathi nje Angaz noma yiqiniso yini 🤷‍♀️",tweet_1260117449145561089,kodwa bathi like inuke kanti kuzidlulela inhlwathi nje angaz noma yiqiniso yini 🤷‍♀️
khona into ekukhomba kwamanana but we are still investigating,"Khona into ekukhomba kwaManana, but we are still investigating 😂😂😂😂😂😂😂😂 https://t.co/P8tM2GI2gS",tweet_1247936802427670529,khona into ekukhomba kwamanana but we are still investigating 😂😂😂😂😂😂😂😂
hhaaa nkosi jesu noma amaza olwandle emakhulu ecishukusigwinya ushilo wathi angeke asishiye qha asisodwa we thank you lord jesus,"@ulibolokuqala @ukhozi_fm #UliboLokuqala @Phindi_P_ hhaaa! Nkosi Jesu, noma amaza olwandle emakhulu ecish'ukusigwinya, ushilo wathi angeke asishiye, qha asisodwa. We thank you Lord Jesus 🙌🙏 #AsibuyeliEmuva #LinamandlaLiphilile #Sivukangokukholwa #KunqobaAbaphikelelayo",tweet_1438674904665280516,hhaaa nkosi jesu noma amaza olwandle emakhulu ecishukusigwinya ushilo wathi angeke asishiye qha asisodwa we thank you lord jesus 🙌🙏
yaz ukuthi bengisaba ukusho all this time but now angsasabi uyihater,"@vicexified Yaz ukuthi bengisaba ukusho all this time, but now angsasabi, UYIHATER😔😔😔",tweet_1394240196821008391,yaz ukuthi bengisaba ukusho all this time but now angsasabi uyihater😔😔😔
bruh ukube lento inama vn ngabe ngiyakutshela nginqena ukubhala mfwethu kodwa nje wena,@kabelodick Bruh ukube lento Inama VN ngabe ngiyakutshela nginqena ukubhala mfwethu 😂😂kodwa nje wena ...,tweet_1432616953059946497,bruh ukube lento inama vn ngabe ngiyakutshela nginqena ukubhala mfwethu 😂😂kodwa nje wena
kumanje nje niyabitoza nenzisa okwabantu abathandiswayo nifuna okubabayo kuphela buzonibulala,Kumanje nje niyabitoza nenzisa okwabantu abathandiswayo; nifuna okubabayo kuphela! 😂😂😂 Buzonibulala!,tweet_1457614111135649795,kumanje nje niyabitoza nenzisa okwabantu abathandiswayo nifuna okubabayo kuphela 😂😂😂 buzonibulala
lapho ke ngiqala today ukumazi uedwin sodi,@MusaKhawula Lapho ke ngiqala today ukumazi uEdwin Sodi🤣🤣😂 https://t.co/ETyCvcFrYs,tweet_1524082396374740992,lapho ke ngiqala today ukumazi uedwin sodi🤣🤣😂
ntambama kumane kube esinye istori lishintshe into exakile,@Nkosi_Shebi 😂😂😂 ntambama kumane kube esinye istori lishintshe into exakile,tweet_1481656413164228608,😂😂😂 ntambama kumane kube esinye istori lishintshe into exakile
khumbule ukulala ema tavern mina ngibhekene ne nkinga la,@tipcee3 Khumbule ukulala ema tavern mina😭😭😭 ngibhekene ne nkinga la😔 https://t.co/TSxO0gGkuZ,tweet_1265388446941577216,khumbule ukulala ema tavern mina😭😭😭 ngibhekene ne nkinga la😔
khona okungahlangani kanti lomama ebelala namadoda amangak when she fell pregnant,@UgesiMan Khona okungahlangani Kanti lomama ebelala namadoda amangak when she fell pregnant 😩,tweet_1267886069355290631,khona okungahlangani kanti lomama ebelala namadoda amangak when she fell pregnant 😩
yooo sisi ungathi uqondene nami ngqo powerful ngizwe kahle mina ungaphuthelwa umthandazo wakho dont judge anyone,@ukhozi_fm #UliboLokuqala @Phindi_P_ Yooo! Sisi @Phindi_P_ ungathi uqondene nami ngqo powerful ngizwe kahle mina🙏 Ungaphuthelwa umthandazo wakho don't judge anyone 🙌 #LinamandlaLiphilile #Sivukangokukholwa,tweet_1463330325858328578,yooo sisi ungathi uqondene nami ngqo powerful ngizwe kahle mina🙏 ungaphuthelwa umthandazo wakho dont judge anyone 🙌
cc kuyasetshenzelwa konke nje mina that what i can say futhike akesiyekeni ukubuza life ngama instagrams ayiyona neze ladies,@MsNtfulini @MsNtfulini cc kuyasetshenzelwa konke nje mina that what I can say. Futhike akesiyekeni ukubuza Life ngama Instagrams ayiyona neze Ladies 🤦🏽🤦🏽🤦🏽,tweet_1548410762661543936,cc kuyasetshenzelwa konke nje mina that what i can say futhike akesiyekeni ukubuza life ngama instagrams ayiyona neze ladies 🤦🏽🤦🏽🤦🏽
uban pho lo otetemayo ngenzansi,@svbz_tc @ma_mkhumbe @GwaQube @Busisa_Mchunu 😂😂😂Uban pho Lo otetemayo ngenzansi,tweet_1377211903030792194,😂😂😂uban pho lo otetemayo ngenzansi
ngisanda kuqeda ukthandaza nje morning prayer ‍️‍️ hhayi niyahlupha kodwa olwethu ‍️,Ngisanda kuqeda uk’Thandaza nje Morning Prayer 🏃🏾‍♂️🤦🏾‍♂️ Hhayi niyahlupha kodwa Olwethu 🙆🏾‍♂️ https://t.co/nl6SJB4X2B,tweet_1240609681808252928,ngisanda kuqeda ukthandaza nje morning prayer 🏃🏾‍♂️🤦🏾‍♂️ hhayi niyahlupha kodwa olwethu 🙆🏾‍♂️
imina loyo ngikhamsile nje manje with the in laws emcimbini wakhona,@St_Mathews 🤣🤣Imina loyo ngikhamsile nje manje with the in laws emcimbini wakhona,tweet_1314991103087718402,🤣🤣imina loyo ngikhamsile nje manje with the in laws emcimbini wakhona
ngikhathele ukukhunjuzwa u ukuthi ngishimile,🕯🕯🕯ngikhathele ukukhunjuzwa u @malusi_February ukuthi ngishimile 🙄🙄 https://t.co/hlbdjY4T8d,tweet_1406664721714102278,🕯🕯🕯ngikhathele ukukhunjuzwa u ukuthi ngishimile 🙄🙄
im fully behind you sthende nation ngiyifuna ihambile le barokaningabayeki,@goldenarrowsfc1 @Baroka_FC I'm fully behind you Sthende nation ngiyifuna ihambile le Baroka🤣🤣🤣🤣🤣🤣ningabayeki https://t.co/0vjst7yVU0,tweet_1521846281232134145,im fully behind you sthende nation ngiyifuna ihambile le baroka🤣🤣🤣🤣🤣🤣ningabayeki
i straight sakho sihlala ku st georges,I straight sakho sihlala ku St Georges 😂,tweet_1314240537030004736,i straight sakho sihlala ku st georges 😂
uzothi nje awuna parking lana hamba lena ku gate akusekude,@_noksy 😂😂😂 Uzothi nje awuna parking lana hamba lena ku gate 5 💔😂 akusekude,tweet_1333277505445371906,😂😂😂 uzothi nje awuna parking lana hamba lena ku gate 5 💔😂 akusekude
nawa amahlebezi okuthi uzoqina umthetho bazogula abantu,"@Nkulu_KZ Nawa amahlebezi okuthi uzoqina umthetho, bazogula abantu. 😂😂",tweet_1409178356034195457,nawa amahlebezi okuthi uzoqina umthetho bazogula abantu 😂😂
kodwa bakithi thank you nonku,@Nonku_Kay Kodwa bakithi🤣🔥. Thank you Nonku😊❤,tweet_1264161265905217537,kodwa bakithi🤣🔥 thank you nonku😊❤
ababoni ngempela noma bayazenzisa,Ababoni ngempela noma bayazenzisa. 😂 https://t.co/a0HHmcwHUE,tweet_1440732803709095937,ababoni ngempela noma bayazenzisa 😂
akekho ugogo opowerful nje ngalo wayzolo,Akekho uGogo opowerful nje ngalo way’zolo 🌩🌩🌩,tweet_1328249604740161536,akekho ugogo opowerful nje ngalo wayzolo 🌩🌩🌩
nothing like ukuzela while ushiseeeelwa aklaleki kodwa manje kuthi lala,Nothing like ukuzela while ushiseeeelwa 😭😭😭😭😭 aklaleki kodwa manje kuthi lala 💔🥺,tweet_1225050495091343360,nothing like ukuzela while ushiseeeelwa 😭😭😭😭😭 aklaleki kodwa manje kuthi lala 💔🥺
yikho naningaboni ukuthi akusahambi kahle,Yikho naningaboni ukuthi akusahambi kahle 😭😂😂😂💔 https://t.co/OjfSRFV0yf,tweet_1241342884227538944,yikho naningaboni ukuthi akusahambi kahle 😭😂😂😂💔
mina nomholo aiy kuyi roller coaster ngenye inyanga akuveh sizwana ngenye uthi umholo andizi uzozibonela ukuthi wenzenjani yey ku rough as he sips on his tea,"#TeaTimeNoLadyD @ukhozi_fm @ladydwabantu Mina nomholo aiy, kuyi roller coaster, ngenye inyanga akuveh sizwana, ngenye Uthi umholo andizi, uzozibonela ukuthi Wenzenjani 😂😂😂, yey ku rough, as he sips on his tea https://t.co/LLY1km39ly",tweet_1384435010187452416,mina nomholo aiy kuyi roller coaster ngenye inyanga akuveh sizwana ngenye uthi umholo andizi uzozibonela ukuthi wenzenjani 😂😂😂 yey ku rough as he sips on his tea
ey siyabadakwa kodwa isqatha,Ey siyabadakwa kodwa isqatha 😭😭 https://t.co/OVyEBcVLgi,tweet_1256870527777550342,ey siyabadakwa kodwa isqatha 😭😭
bafwethu kuyavalwa kusasa ngomgqibelo ngo pm ngicela sivote sengathi asikaze sivote sms e to as many as you can sms cost r but online ungafaka wamavoti mahhala hha visit,"Bafwethu! Kuyavalwa kusasa ngoMgqibelo ngo 10pm. Ngicela sivote sengathi asikaze sivote: sms 5E to 39201 as many as you can, sms cost R1,50. But online ungafaka 100 wamavoti mahhala hha, visit https://t.co/XLFBrutMtH ukuze ukwazi ukuvota. #SibuyaNayo🏆 https://t.co/pH84hSYPgA",tweet_1233348182987493379,bafwethu kuyavalwa kusasa ngomgqibelo ngo 10pm ngicela sivote sengathi asikaze sivote sms 5e to 39201 as many as you can sms cost r150 but online ungafaka 100 wamavoti mahhala hha visit
kahle kahle thina basilethele amasosha aqhelelene nobuhle because wow kunini ngiqalalaza lana,"Kahle kahle thina basilethele amasosha aqhelelene nobuhle because WOW, kunini ngiqalalaza lana😬💔.",tweet_1261594024143663104,kahle kahle thina basilethele amasosha aqhelelene nobuhle because wow kunini ngiqalalaza lana😬💔
wena ayanda uyalandwa uyahanjiswa njalo akukfikeli nje ukuthi ngelinye ilanga uthathe itaxi and compromise engdakelwa umuntu boy bye,"""wena Ayanda uyalandwa, uyahanjiswa njalo. akuk'fikeli nje ukuthi ngelinye ilanga uthathe i-taxi and compromise!"" - 😂😂😂 eng'dakelwa umuntu. boy bye!",tweet_1326570046542532609,wena ayanda uyalandwa uyahanjiswa njalo akukfikeli nje ukuthi ngelinye ilanga uthathe itaxi and compromise 😂😂😂 engdakelwa umuntu boy bye
wasefana nowill downing nje manje,@Sjava_atm Wasefana noWill Downing nje manje😳,tweet_1447601718347411458,wasefana nowill downing nje manje😳
abantu abanamaunderground gang asebenzayo,Abantu abanama-underground gang asebenzayo😭😭😭 https://t.co/DAa4DGAavb,tweet_1461648137085493251,abantu abanamaunderground gang asebenzayo😭😭😭
lento ngiyigcina ema movies but now is in durban lapho ngikhona,Lento ngiyigcina ema movies but now is in Durban lapho ngikhona🙄🤔🤐😥!! https://t.co/JawoY69DBX,tweet_1429697434553311236,lento ngiyigcina ema movies but now is in durban lapho ngikhona🙄🤔🤐😥
ngokweqiwa nje yinjabulo yokubona imoto nekhamela seziyakhacwa,@MissDube_ Ngokweqiwa nje yinjabulo yokubona imoto nekhamela seziyakhacwa. 😔,tweet_1434992073598545920,ngokweqiwa nje yinjabulo yokubona imoto nekhamela seziyakhacwa 😔
isbhamu asisalingeke ngilunge ke mina,"Isbhamu asisali,ngeke ngilunge ke mina💀",tweet_1327650819328651271,isbhamu asisalingeke ngilunge ke mina💀
ngiyigwal vele mina ngyawasaba amantombazane uyakwaz nawe lokho,"@malinga93061 Ngiyigwal vele mina, ngyawasaba amantombazane uyakwaz nawe lokho 😂",tweet_1232253971332509699,ngiyigwal vele mina ngyawasaba amantombazane uyakwaz nawe lokho 😂
abanemali abasifuni abangenayo njengathi nabo abasifuni kwazi kwanzima emhlabeni kajehova,"Abanemali abasifuni, abangenayo njengathi nabo abasifuni. Kwazi kwanzima emhlabeni kaJehova 😂💔 https://t.co/WCehEnqLOg",tweet_1253650101509263361,abanemali abasifuni abangenayo njengathi nabo abasifuni kwazi kwanzima emhlabeni kajehova 😂💔
ukuthi ngigcine kanjan emizini yabantu honestly i have no idea,Ukuthi ngigcine kanjan emizini yabantu honestly I have no idea 😭,tweet_1436548851704401922,ukuthi ngigcine kanjan emizini yabantu honestly i have no idea 😭
ngyabala ukuthi kumele nimuthengele u gb,@MISS_NZIE Ngyabala ukuthi kumele nimuthengele u 4GB😂,tweet_1375751286486884356,ngyabala ukuthi kumele nimuthengele u 4gb😂
the dude was terrified of umastende to the extent that akayinaki nendaba yokugula kukamama lo okhala ngokuthi yakhe indaba ayingenwa mayegula,@Bahle_Omhlekazi @NonjabuloMkhize 😂😂😂 The dude was terrified of umastende to the extent that akayinaki nendaba yokugula kukamama lo okhala ngokuthi yakhe indaba ayingenwa mayegula,tweet_1316804481154154496,😂😂😂 the dude was terrified of umastende to the extent that akayinaki nendaba yokugula kukamama lo okhala ngokuthi yakhe indaba ayingenwa mayegula
r million im set for life abo bra mcebesi bayasiqhela kodwa ngoba bebadala,R600 million I'm set for Life😋 abo Bra Mcebesi bayasiqhela kodwa ngoba bebadala🙆 https://t.co/UGucKzOP7y https://t.co/v1bFrj8qwf,tweet_1438440704565555200,r600 million im set for life😋 abo bra mcebesi bayasiqhela kodwa ngoba bebadala🙆
ja wangincenga kamnandi ngavuma ngoba nami ngangisamthamda kakhulu mamgifika ekhaya wangifonela wathi akasangifuni maqede wangiblocker,Ja wangincenga kamnandi ngavuma ngoba nami ngangisamthamda kakhulu mamgifika ekhaya wangifonela wathi akasangifuni maqede wangiblocker😭 https://t.co/klrwf8r7HP https://t.co/mzlRmhgI2D,tweet_1413058180683292675,ja wangincenga kamnandi ngavuma ngoba nami ngangisamthamda kakhulu mamgifika ekhaya wangifonela wathi akasangifuni maqede wangiblocker😭
thiwa kungenwa nge flat stomach nje ️,@Banele___ Thiwa kungenwa nge flat stomach nje ☹️,tweet_1379727859728711681,thiwa kungenwa nge flat stomach nje ☹️
isho nje ukuthi usungikhumbule ngyadlala siyafana shame,@Mr_GoodMusic Isho nje ukuthi usungikhumbule 😂. Ngyadlala siyafana shame,tweet_1309387741487140864,isho nje ukuthi usungikhumbule 😂 ngyadlala siyafana shame
let me sleep ksile ksasa ube nje ngicamela kulo ey umuntu walgcina nini aksenani,"Let me sleep, ksile ksasa. Ube nje ngicamela kulo, ey umuntu walgcina nini, aksenani ☹",tweet_1417201288186580994,let me sleep ksile ksasa ube nje ngicamela kulo ey umuntu walgcina nini aksenani ☹
noma kungathiwani yiladi leli,"Noma kungathiwani, yiladi leli. 😭😭 https://t.co/6XzPM749SB",tweet_1435000478581075971,noma kungathiwani yiladi leli 😭😭
besengisho nje uma ungalitholi leli elina legs,@Nhlanzeko_S Besengisho nje uma ungalitholi leli elina 4 legs 🌚💀🤣,tweet_1492235748191387650,besengisho nje uma ungalitholi leli elina 4 legs 🌚💀🤣
inumsa izolahlekelwa yimember uma ingakhuphuli amasokisi ngeke thina simele indaba yokuxhaphazwa umlungu kanjena sibe sithi sine union buka uma umqashi esemgwazele u organizer akucace sbheke lapho sizosizakala khona,@Numsa_Media inumsa izolahlekelwa yimember uma ingakhuphuli amasokisi ngeke thina simele indaba yokuxhaphazwa umlungu kanjena sibe sithi sine union buka 🤞uma umqashi esemgwazele u organizer akucace sbheke lapho sizosizakala khona,tweet_1286749126445670402,inumsa izolahlekelwa yimember uma ingakhuphuli amasokisi ngeke thina simele indaba yokuxhaphazwa umlungu kanjena sibe sithi sine union buka 🤞uma umqashi esemgwazele u organizer akucace sbheke lapho sizosizakala khona
bangaze bakushaye ngephaqa le gucci,@robzinterris @el_siyabonga Bangaze bakushaye ngephaqa le Gucci🤣,tweet_1276559783517175810,bangaze bakushaye ngephaqa le gucci🤣
lapho ngeke ngimublocke mina uyoze akhathale elokhu ecommenta nje yedwa,"@Nompume99311491 @nathi1037 Lapho ngeke ngimublocke mina, uyoze akhathale 😂😂😂 elokhu ecommenta nje yedwa https://t.co/bfrgBFxoNp",tweet_1456543945756975133,lapho ngeke ngimublocke mina uyoze akhathale 😂😂😂 elokhu ecommenta nje yedwa
awu bakithi umlungu wami ufuna ukungilethela ukudla ️,Awu bakithi umlungu wami ufuna ukungilethela ukudla ❤️,tweet_1255577514052812810,awu bakithi umlungu wami ufuna ukungilethela ukudla ❤️
cha nje ngbuka lendaba yebrand alignment,Cha nje ngbuka lendaba yeBrand alignment 😩 https://t.co/H6CVKoFOwK,tweet_1236949839457501184,cha nje ngbuka lendaba yebrand alignment 😩
yey yimi wonke lowa ochazwayo i am even shaking right now,@ms_tourist @Mkhulu_Sivivane Yey yimi wonke lowa ochazwayo I am even shaking right now🙈,tweet_1238308943920799744,yey yimi wonke lowa ochazwayo i am even shaking right now🙈
unempandla nje ingoba wawugcoba uporish ekhanda nenzana namawave,@real_housAholic Unempandla nje ingoba wawugcoba uPorish ekhanda nenzana namaWave😭😭😭😭,tweet_1521141390985551873,unempandla nje ingoba wawugcoba uporish ekhanda nenzana namawave😭😭😭😭
salu usuhlala lapho epitoli,@JR_LIFA @MWhole @HombreDeHlase Salu usuhlala lapho ePitoli 😅,tweet_1307639351812259845,salu usuhlala lapho epitoli 😅
bese ngikhipha r wam nje esaqulekile,Bese ngikhipha R50 wam nje esaqulekile.. 🤣🤣 https://t.co/AgUGPQy6uL,tweet_1249934460176531456,bese ngikhipha r50 wam nje esaqulekile 🤣🤣
mina ngazi ukuthi ama imports avayiswa ngabo omonday,@Mbe_Ngubane Mina ngazi ukuthi ama imports avayiswa ngabo oMonday 😂,tweet_1310535542094823424,mina ngazi ukuthi ama imports avayiswa ngabo omonday 😂
langphuma khona isizwe saziswa isilo sesitshaliwe izwe kalifani ‍️,"Lang’phuma khona isizwe saziswa iSilo sesitshaliwe, izwe kalifani 🤷🏿‍♂️ https://t.co/bpNrsqOOOh",tweet_1370274055849455620,langphuma khona isizwe saziswa isilo sesitshaliwe izwe kalifani 🤷🏿‍♂️
sethembe kakhulu ezase durban gqommm livuthumlilo sihlukene ngama section kodwa amapiano ayasibhampela,@Tshatha_Ngobe Sethembe kakhulu ezase Durban gqommm livuthumlilo sihlukene ngama section kodwa amapiano ayasibhampela🤣🤣,tweet_1319167097981816840,sethembe kakhulu ezase durban gqommm livuthumlilo sihlukene ngama section kodwa amapiano ayasibhampela🤣🤣
ngathi kunzima nje for abaphuzayo this festive ngiyanizwela,Ngathi kunzima nje for abaphuzayo this festive... ngiyanizwela 😫,tweet_1339118330473574403,ngathi kunzima nje for abaphuzayo this festive ngiyanizwela 😫
ubuya kunina uhamba la kithi ‍,Ubuya kunina uhamba la kithi 🙆🏾‍♂ https://t.co/p8KPZU0Ul8,tweet_1281655095927508998,ubuya kunina uhamba la kithi 🙆🏾‍♂
imande ngivuka at least usendleleni kodwa uzongilanda,Imande ngivuka 🤣. At least usendleleni kodwa uzongilanda https://t.co/ts4uzBGCQ1,tweet_1434803257642262528,imande ngivuka 🤣 at least usendleleni kodwa uzongilanda
la kugqokwelwani as if kuyathuthwa and akanapotimende,@ZolaAmanda La kugqokwelwani as if kuyathuthwa and akanapotimende😂😂,tweet_1273909424592166912,la kugqokwelwani as if kuyathuthwa and akanapotimende😂😂
hhay give me zero sis wami ngikhathele,"@_uNontu Hhay, give me zero, sis' wami - ngikhathele. 🤙🏿",tweet_1416149787993333762,hhay give me zero sis wami ngikhathele 🤙🏿
kodwa vico magaye ndosi squng esihle waze wabanika i rehabilitation yamahhala abantu ngiyababongela nabo bazokubonga ngelinye ilanga,"@GenBheki_Cele Kodwa Vico, Magaye, Ndosi, Squng’ esihle waze wabanika i rehabilitation yamahhala abantu ngiyababongela nabo bazokubonga ngelinye ilanga 🙏🏼",tweet_1248527923868467200,kodwa vico magaye ndosi squng esihle waze wabanika i rehabilitation yamahhala abantu ngiyababongela nabo bazokubonga ngelinye ilanga 🙏🏼
to be ku ube nesgezo shame wena,@NwabisaSeptemb3 @ZeeGoniwe @khawula_musa To be ku 2021 ube nesgezo shame wena😂😂😂😂 https://t.co/vmbqq2YCAf,tweet_1472235053078151171,to be ku 2021 ube nesgezo shame wena😂😂😂😂
uziphethe kahle bo bibo,Uziphethe kahle bo Bibo 🤣 https://t.co/1HA2eloNwh,tweet_1318566949178179586,uziphethe kahle bo bibo 🤣
ngiyayibona inswebu uthini u nos,@justToola Ngiyayibona inswebu 😅 Uthini u Nos?,tweet_1374407039300956162,ngiyayibona inswebu 😅 uthini u nos
ndizincamile ngubani lo bhuti,@XoliPona Ndizincamile. Ngubani lo bhuti? 😭,tweet_1457716665886593024,ndizincamile ngubani lo bhuti 😭
ufisa sengathi ngabe uwena lo maskito,Ufisa sengathi ngabe uwena lo maskito 🤣🤣🤣 https://t.co/75oI8bB05G,tweet_1216431532996546561,ufisa sengathi ngabe uwena lo maskito 🤣🤣🤣
izomthola umnikazi wayo this weekend awume ngotshwala uthenge ama anda,izomthola umnikazi wayo. this weekend awume ngotshwala uthenge ama Anda.🥺🙏🏽,tweet_1512319494814846981,izomthola umnikazi wayo this weekend awume ngotshwala uthenge ama anda🥺🙏🏽
wow engabe sengakanani u maasi nangilazi nokuthi libhalwa kanjani,"@ukhozi_fm #Jabulujule @ladydwabantu wow engabe sengakanani u Maasi, nangilazi nokuthi libhalwa kanjani 🤣",tweet_1443504250684850176,wow engabe sengakanani u maasi nangilazi nokuthi libhalwa kanjani 🤣
ngeke nje ngimulalele ngathi esahlulwa ama crown awards athi ngathi uwumubtu onjengami,"Ngeke nje ngimulalele, ngathi esahlulwa ama Crown Awards. Athi “ngathi uwumubtu onjengami!?”😭😭 https://t.co/x9iY9KgjYK",tweet_1411676120102182916,ngeke nje ngimulalele ngathi esahlulwa ama crown awards athi ngathi uwumubtu onjengami😭😭
ungacabangi ukuthi ngoba ulele wedwa naye ulele yedwa kusemhlabeni la,ungacabangi ukuthi ngoba ulele wedwa naye ulele yedwa kusemhlabeni la🤧,tweet_1513268414973943811,ungacabangi ukuthi ngoba ulele wedwa naye ulele yedwa kusemhlabeni la🤧
weeeh malooo angaz nokuthi uchaza ukthini kwa co ask lowo nkosyam angaz noma uthi angsale sengphuma ku twitter yini,@RealT_Nys @SithaleKgaogelo Weeeh malooo Angaz nokuthi uchaza ukthini kwa Co ask lowo nkosyam Angaz noma uthi angsale sengphuma ku Twitter yini😅,tweet_1416841946329489411,weeeh malooo angaz nokuthi uchaza ukthini kwa co ask lowo nkosyam angaz noma uthi angsale sengphuma ku twitter yini😅
my cave is so clean yohhhhhh ngathi ngingalala phansi kwamatiles,my cave is so clean yohhhhhh😭😭🥺😻😻 ngathi ngingalala phansi kwamaTiles,tweet_1215974052264906753,my cave is so clean yohhhhhh😭😭🥺😻😻 ngathi ngingalala phansi kwamatiles
mayeee njengoba nimithisa nje sandile,"@_SandileZibani Mayeee, njengoba nimithisa nje Sandile😂",tweet_1389615506374725636,mayeee njengoba nimithisa nje sandile😂
bafanas sesthembe wena ukuthi uzosikhipha kulomlilo esikuwo saze sasha,"Bafanas @WACofficiel sesthembe wena ukuthi uzosikhipha kulomlilo esikuwo, saze sasha 😩😩😩",tweet_1396533507174846464,bafanas sesthembe wena ukuthi uzosikhipha kulomlilo esikuwo saze sasha 😩😩😩
ewu ngyofikelwa ubani khona le,@zamagembe Ewu ngyofikelwa ubani khona le😩😩🤣🤣🤣,tweet_1326824550861058051,ewu ngyofikelwa ubani khona le😩😩🤣🤣🤣
sunomsizi futhi ay stan cela unginike inumber ka mana omuhambayo bengzophendula fast ngoba vele ngyafesa mina,@Nongumza_M Sunomsizi futhi😒😒 Ay Stan cela unginike inumber ka mana omuhambayo😂😂😂. Bengzophendula fast ngoba vele ngyafesa mina,tweet_1219168115059314688,sunomsizi futhi😒😒 ay stan cela unginike inumber ka mana omuhambayo😂😂😂 bengzophendula fast ngoba vele ngyafesa mina
waygankaza kakhulu uyazi naye,@STICHxSMB @PatrickJnr @SamoraSMB -waygankaza kakhulu! uyazi naye😅,tweet_1247471661823275008,waygankaza kakhulu uyazi naye😅
lalelani akukho muntu odliswayo la inkomo mayimnandi nje iyasanganisana,Lalelani 👂 akukho muntu odliswayo la ✋ inkomo🍑 mayimnandi nje iyasanganisana,tweet_1214991326284066816,lalelani 👂 akukho muntu odliswayo la ✋ inkomo🍑 mayimnandi nje iyasanganisana
umsebenzi omngaka bakithi elle,@MoanerLeaser 😂😂😂😂😂 umsebenzi omngaka bakithi Elle,tweet_1248916952808120335,😂😂😂😂😂 umsebenzi omngaka bakithi elle
omunye ubaba wathi umubona iziyoni seybuya esontweni on a sunday bokwazi ukuthi isiphelile weekend,"Omunye ubaba wathi umubona iZiyoni seybuya esontweni on a Sunday, bokwazi ukuthi isiphelile Weekend ☹",tweet_1383777253306236928,omunye ubaba wathi umubona iziyoni seybuya esontweni on a sunday bokwazi ukuthi isiphelile weekend ☹
yazi bhuti sbu uthembeka esewu mazondo ekhaya bekwaziwa ukuthi ngizosada naye indlela emngithanda ngayo ngedwa ukuthi usethathiwe ngavele ngayeka ngisho ukudla uyabonake le eyikudubula ingiqeda amandla shes an inspiration to many young women out there,"@iamsbubuthelezi yazi bhuti S’bu uThembeka esewu maZondo ekhaya bekwaziwa ukuthi ngizosada naye indlela emngithanda ngayo, ngedwa ukuthi usethathiwe ngavele ngayeka ngisho ukudla. Uyabonake le eyikudubula ingiqeda amandla 😊She’s an inspiration to many young women out there",tweet_1228964801243729920,yazi bhuti sbu uthembeka esewu mazondo ekhaya bekwaziwa ukuthi ngizosada naye indlela emngithanda ngayo ngedwa ukuthi usethathiwe ngavele ngayeka ngisho ukudla uyabonake le eyikudubula ingiqeda amandla 😊shes an inspiration to many young women out there
kthiwa abanye akaze bashelwe ngisho namakhansela koda sebefuna u umntwana umisuzulu,Kthiwa abanye akaze bashelwe ngisho namakhansela Koda sebefuna u uMntwana uMisuZulu🤣🤣🤣🤣🤣,tweet_1391453712061767681,kthiwa abanye akaze bashelwe ngisho namakhansela koda sebefuna u umntwana umisuzulu🤣🤣🤣🤣🤣
