text_after_cleaning,text,tweet_id
naswewi awuse swi vona,@Hlamalanii naswewi awuse swi vona??,236795061571035136
ku hleka swikarhi swi huma mbilwini swi nandzika njhani,Ku hleka swikarhi swi huma mbilwini swi nandzika njhani🤞🏼🤣,950867461183868929
lol swoboha maku luma loko wo endla die deng a dlawela ntiyiso munhu,"Lol swoboha Maku luma loko wo endla die deng. ""@HilarioussDude: @thefakevongan a dlawela ntiyiso munhu""",440061633327816705
i saw crosoni ya muledane,I saw @mizophyllmac1 crosoni ya Muledane,416574751684173824
anilo hono emahlweni ka radio ni hleketa nakumi vona my threesome,@Djbrianrikhotso @Munghana Anilo hono emahlweni ka radio 📻 ni hleketa nakumi vona my threesome,1546479181546020864
hapyyyyyyyy hapyyyyyy hala allll capricorn fm listetnerswa itsukutsa,@EugeneMahlaba hapyyyyyyyy hapyyyyyy 2014. Hala allll capricorn fm listetners.....Wa itsukutsa......,418131472701460480
niya vona wavona wavele,@JackyMalulek niya vona wavona wavele,408165297913618432
hilowo kota ku hlayisa,@pamela_mkh Hilowo kota ku hlayisa,1460177228420075521
xi hala nwingi aku vuli mina ku vula nghoma,Xi hala nwingi... Aku vuli mina ku vula nghoma.,425900707867545600
lol mayb to thn it is thi zwino nga chivenda munna ndi munna ngau lesa so zwi malofhani anga hezwo,@Iam_Teb lol mayb to thn it is. Thi zwino nga chivenda munna ndi munna ngau lesa. So zwi malofhani anga hezwo,367636458339045376
ja nga manga matshelo khou nwala mah,@rica_rone ja nga manga. Matshelo khou nwala mah,270123918688391169
loll ni le ku teni ka dm,@Thembimatlelem1 Loll ni le ku teni ka DM,1378342235046043648
lol loko awunga bluetick vanhu inge uti kumini sweswi,Lol loko awunga bluetick vanhu inge uti kumini sweswi https://t.co/InsZh2QcR4,1068067531376738307
yi endla mali muni,Yi endla mali muni 😍 https://t.co/SPg9hXKXyO,1054115755850153985
kumbe wehe i tswa ku antswa,@amu_shipalana04 Kumbe wehe I tswa ku antswa,1200790756295880706
he said mi ta fuma hi vo nwaku nd ther came ramatlhodi,@AyaWatt @HlayisaniMash He said “mi ta fuma hi vo nwaku”.... nd ther came ramatlhodi,1152785135424720896
u nyimbisa njhani munhu u nga ri ready,@Elken_Snr U nyimbisa njhani munhu u nga ri ready?,1252356821156720642
keke checheche rusimu keri ni ri rhandzaka swinene sister,"@326Thwii keke Checheche, rusimu keri ni ri rhandzaka swinene sister @NwaNyango . @Munghana",1248631787208802311
hay mahn wa rogana wena,@MagaganeKoketso @Moses_Maibelo Hay mahn wa rogana wena😂😂😂,1247171147537551364
lol wakakakak niyiba hi minutes,@Rsaint03 @SABreweries @CastleLagerSA @castlelitesa @CastleMilkStout LOL Wakakakak niyiba hi 68 minutes,1218598759975804929
no penga ni nga ta tshemba nwanuna mina,No penga ni nga ta tshemba nwanuna mina?😂,1277012791736635392
home sweet home mudini wa vhonangammbi hamangilasi,"Home sweet home, mudini wa vho_Nangammbi! (@ Ha-mangilasi) http://t.co/Y1ae4PTDom",439848989916401664
mi yi veke kahle mhaka leyi hulu,@portia_mshengu8 @kuli_mash Mi yi veke kahle mhaka leyi hulu!,1253009613122920448
nami vona na noel,@Vusi_BlueBae Nami vona na Noel,1377622556774182919
n bonang anga swi twisisi ku hina hoti lavela mahungu immediately ku hela ask a man ncincini,N Bonang anga swi twisisi ku Hina hoti lavela mahungu immediately ku hela Ask a Man nCincini !! 😌😌,774156947679358976
nihlekete xidimungwani aku xikona angaxi vona ka mamayi loyi mega luv,@Sydney_Baloyi @Djbrianrikhotso @Magubane @phaphamamlfm nihlekete Xidimungwani aku Xikona angaxi vona ka mamayi loyi #xma13 Mega Luv,663960825724542976
still cant believe ni chukumete ka betway tolo mxim inge nga ti xavelang corona ni mama sweswi,Still can’t believe ni chukumete 300 ka betway tolo mxim inge nga ti xavelang 12 corona ni mama sweswi 😔,1224990268920864769
va phandha hi yoho mali ya kutihanyisa,@AmistoKhoza Va phandha hi yoho mali ya kutihanyisa,1248000354010226691
awuri hiya jika kona hi susa babalaza,@CulpritEnter Awuri hiya jika kona hi susa babalaza,1190935037337837568
abhaliwe amagam amaqhawe ngabe lakho uyakufika likhona koba mnandi xa sihlezi nothambo sesimtshela ukthi icorruption igingqiwe,"🎼 🎤 Abhaliwe amagam' amaqhawe, ngabe lakho, uyakufika likhona. Koba mnandi, xa sihlezi no-Thambo sesimtshela, uk'thi icorruption igingqiwe!",885085214099349504
le ka duf neh cc me msengi henni nene kachief,Le ka DUF neh CC: me msengi Henni Nene @ Ka-CHIEF https://t.co/qgJc1yNZmO,746457255193645056
lol alright na wena u tiyisisa ku nhonga yale kule ayi dlayi nyoka se wa supporta ll kava aka tiko,"Lol alright na wena u tiyisisa ku nhonga Yale kule ayi dlayi nyoka se wa supporta ""@HilarioussDude: @thefakevongan l0l kava aka tiko!!""",428859153902489600
ow vari yi kona kam,@500chu ow vari yi kona kam,318298839956209664
ami bazela hi yini,@HitiiCaroline ami bazela hi yini ?,451479581808402433
no ya kaak fela yeeeerr,No.15 ya kaak fela yeeeerr,168805441655156736
makula ya la giyani ya vulavula xitsonga with pride,Makula ya la Giyani ya vulavula xitsonga with pride.,719142213633097728
ka jaa nou lol,@Tsala09 ka jaa nou lol,395999246178332672
ni misa ti dreads yoh,Ni misa ti dreads yoh😢,487189791013089281
swa laveka december hi leyi,@Sydney_Msyjo @kulliee swa laveka December hi leyi,391484486816636928
vari nghalas vanwu vone egiyani a khome cd ya mop,Vari Nghalas vanwu vone eGiyani A khome CD ya M.O.P #Watwaaaaa #Watwaaaaa #Watwaaaaa @… https://t.co/O8cF2o4ZU6,840172129924599808
ni vitani ntak hungasa,@Your_Hot_Wife Ni Vitani Ntak Hungasa😉😉,1499102933690036224
ninga yiva sofa ni chela xkhwamen mara,@kuli_mash @BaloyiMartina Ninga yiva sofa ni chela xkhwamen mara?😂😂😂,1017328846851444736
swa antswa ni cukumeta mali yakoh heh sarah,@melodyDominic 😂 swa antswa ni cukumeta mali yakoh heh Sarah,1113316178871582726
nne ndi khou tama u fululedza thama yanga vusi maluleke wa fhala muledane kha u phasa nga bachelor na distinction thanu,"Nne ndi khou tama u fululedza thama yanga Vusi Maluleke wa fhala muledane, kha u phasa nga bachelor na distinction thanu.",420526184209063936
hone ni cou tshimbila nga mini,@ACHERLAGER hone Ni cou tshimbila nga mini,218758166706520064
tolo ni byeriwe ku ni hava mali ni chava vavasati yhiiiiii,Tolo ni byeriwe ku ni hava mali 😩😩😩😩😩ni chava vavasati yhiiiiii,1439495880336420866
mara ku fly munhu a ya amerika swingava switeka mali muni,Mara ku fly munhu a ya amerika swingava switeka mali muni,413519899404009472
marha hi december ku nge borhi vanhu va tava var kona,"@hllullanii Marha hi December ku nge borhi, vanhu va tava var kona.",380615617474465792
hi mi navelela khuluko wa ntsako rirhandzu na rihanyu lerinene magnificent,"@barbie__barbz Hi mi navelela khuluko wa ntsako, rirhandzu na rihanyu lerinene. Magnificent",1269295972787654656
swoyini mara ka wena,@legends4everT 🤣🤣😂 swoyini mara ka wena,1493969830768168961
inkomu eka hinkwenu miveke xiphemu xa njhekanjhekisano lowu ahiri na wona e giyani community hall lowu awu katswa wa swikolo,Inkomu eka hinkwenu miveke xiphemu xa njheka-njhekisano lowu ahiri na wona e Giyani community hall lowu awu katswa 17 wa swikolo. #GGM #LeadersOfTomorrow #Educators #Students #Motivators https://t.co/7IeyYKQoXK,1156181985389420544
mutuka wa haya ha vhifhi,Mutuka wa haya ha vhifhi,423533185876504577
lol loko yi hisa ke,@Khanibee12 lol loko yi hisa ke?,417779913589284864
mxm jika majika ya bhora and futhi ya robbernxaghaampu,@Official_SABC1 mxm !! Jika -ma-Jika ya Bhora and futhi ya robber...nxa..ghaampu http://t.co/0p2WW11f,248473835706396673
for sure bill ya kona for mina yinga hundza na ya bondo,For sure bill ya kona for mina yinga hundza na ya bondo 😩 https://t.co/WisFi6I3Vu,1476846055060873218
why hina vanhu vo kala mimovha hi swi rhanda ngopfu ku pfula mafasitere no humesa voko loko hi khandziyiwe mi movheni ya vanhu,Why hina vanhu vo kala mimovha hi swi rhanda ngopfu ku pfula mafasitere no humesa voko Loko hi khandziyiwe mi movheni ya vanhu,352387536221507585
he wena inga hi phunteli kam,@Nagana_Fela @ManyikeInno @rudolphziggy1 He wena @Nagana_Fela Inga hi phunteli kam,1052998119653330946
se ilakun byela ku awu se tshama i bha mfucho kwala ndzeni ka movha,@NkatekoB2 Se ilakun byela ku awu se tshama I bha mfucho kwala ndzeni ka movha?,1191253985526796288
mara ni xapp moes hela chituvho nga fagi t i miss on my timeline like crazy,"Mara ni xapp moes ""@Birthmarkpoet @Pilidzini hela chituvho nga fagi t I miss on my timeline like crazy""",352794176276013056
its friday mina ni hleketi ka vatani drawer a ntirhweni namuntlha teka kora,"It's Friday, mina ni hleketi ka #Malamulele. Vatani drawer a ntirhweni namuntlha. Teka #Malamulele kora......",370758711289339906
lol hiswona swi dlayaku vukati phela,@ThatGirlLooney lol hiswona swi dlayaku vukati phela,348304833347977216
lol ahhh ni hundzile kahle le kam anaha tlheleli thefakevongan lolz hahaha checka kwalani ka pic ku i tingani mbyanooooo,"Lol ahhh ni hundzile kahle le kam anaha tlheleli ""@Marks_Nkuna: TheFakeVongan Lolz hahaha checka kwalani ka pic ku I tingani mbyanooooo""",454523338158002176
lol hi kona la,@Mahuntsu Lol hi kona la,1539184401501790208
kambe ngezana anga kuma red cardningavhe niku swa vanhu ‍️,Kambe Ngezana anga kuma red card..ningavhe niku swa vanhu 🤦🏿‍♂️😅,1561076489734574081
yo swika nyendavhusiku ni do ipfa nga dzi n nthengeleni airtime ndahiseni nkhapheni gaigai nnwiseni ndadziseni nkolodeni,Yo swika NYENDAVHUSIKU... »Ni do ipfa nga dzi *N* N'thengeleni airtime N'dahiseni N'khapheni gai-gai N'nwiseni N'dadziseni.. N'kolodeni,407578013967343616
lol kuna dis ada old manxiri munhu a fanele ava na years then vanwu nyika vito cz va miyelani va rhasa vana airtym,"@ManGollie @NwaGeee lol kuna dis ada old man,xiri munhu a fanele ava na 10 years then van'wu nyika vito cz va miyelani va rhasa vana airtym",394821901522305024
madala mi pfukile nwana bava mi hi khongerisa hita hlayiseka na hina,@javulaniChauke. Madala mi pfukile nwana bava? Mi hi khongerisa hita hlayiseka na hina,321854375918194688
oh avhe right thii mucus madude habe ndi mini evo ndo farwa nga madude,"Oh, avhe right thii ""@EvoOmg: Mucus ""@ThivhiRamovha: Madude habe ndi mini? ""Evo Ndo farwa nga madude",440710307875676160
ehhh mhi is ni ku i nwansati,"""Ehhh mhi is ni ku I nwansati""😭😭😭 https://t.co/V6CjBro27E",1484159420644970500
ilakuni cacisa ni vula weh na bangu meh,Ilakuni Cacisa !! Ni vula weh na Bangu meh 😒😒✋✋ https://t.co/swinx66iEV,773116173236011008
yesterday own mcm giyani ka ngove,Yesterday. Own MCM #KnowYourStory @ Giyani - Ka Ngove https://t.co/Czzt3XSPPD,853977265423699968
ku hlanta a swi tsakis hey,@Bassie_Luv Ku hlanta a swi tsakis hey,950643846274256896
inkomukona ku sasekin swinene hei,@Ursula_Joy inkomu...kona ku sasekin swinene hei,553818172445720576
ahee va ka wayeni no xeweta vona,"@JayMqakaza Ahee va ka Wayeni, no xeweta vona",216762320062386176
no bula ka bubu hahhh,@Wamhani_ No bula ka bubu hahhh 😑,960235212063105024
vaka malamulele ava tshami hansi va vulavula na boti wa vona,@Gordasss 😅😅 vaka malamulele ava tshami hansi va vulavula na boti wa vona,1488134594713075716
va ka matiyani pfunani please,"Va ka Matiyani, pfunani please 🙏🏽 https://t.co/7a4BZt8vHK",1293858727997722625
mxm nda khoto diitisa aaaai nda zwidivha hehehe u fhondiwa eish ndina ngoma ya vhate,"Mxm, nda khoto diitisa aaaai. Nda zwidivha""@mtshivhase: Hehehe @ThivhiRamovha: U fhondiwa. Eish!!!! Ndina ngoma ya vhate ""@ThabeloMukwevho:",434789593008078848
mi vula kuri ni le ka hotspot,Mi vula kuri ni le ka Hotspot???,1346115312610127872
lol phela se hi tsham hi ti angle hei hi fela yoh network,@KuuMbiza lol phela se hi tsham hi ti angle hei hi fela yoh network,486931814536450048
a ni voni xipanu lexi xi nga yimisaka xitimele lexikaizer chiefsnurkovic i khomisa vatlangi va le ndzhaku va swipanu swa psl vumbyani,@3DCommentator @djmatt_mc @Munghana A ni voni xipanu lexi xi nga yimisaka xitimele lexi(Kaizer Chiefs).Nurkovic i khomisa vatlangi va le ndzhaku va swipanu swa Psl vumbyani. #EtimbaleniTaMintlangu #Amakhosi4Life #50Annversary #90Points_gap.,1216376100500267008
hala ku ya modjadji a patwin ro ya plk,"@ZainahJag01 hala ku ya Modjadji, a patwin ro ya Plk",811317361684910085
xemu naswi vona ku mi vanhu voti kota,@ChabalalaKeith Xemu naswi vona ku mi vanhu voti kota,959177786110947329
lol mhaka yo depend ka munhu ya hluphekisa,@CoolmanKhalanga Lol mhaka yo depend ka munhu ya hluphekisa,1481323486408814597
heyi authy iya dala nga nne,Heyi authy iya dala Nga Nne @TSHILIDZI #Empire #Kingdom #humbled,413954857662676992
unkulu nyana eix niku founela unwu byela ku ani nyika remote phela mhe ntivi ntaxi byela njhan ka,😂😂unkulu nyana. Eix niku founela unwu byela ku ani nyika remote? Phela mhe ntivi ntaxi byela njhan ka https://t.co/ykmLnxwRT3,1014816495665385472
lolse hi la ku tshovelahi hetile sweswo he ngwenya,"@gphlongwane lol,se hi la ku tshovela,hi hetile sweswo he ngwenya",419347857385472000
mmm ku xonga neh,@nin101 Mmm ku xonga neh,345157055998459905
spurs la yi tirhini,@nkulus_nkuna Spurs la yi tirhini🔥 https://t.co/Jv3e9keWDM,1143604736370851840
mina ni huma a hlanganani ka nkuzani,@PsyvilleMontana mina ni huma a hlanganani ka nkuzani,382379373741244416
loko anir na airtime anta phone,@Maxnsovo97 loko anir na airtime anta phone,489497010169712641
ve ma cleaner na ti phayiphi na swi velekelo kambe neh,@Lany_SKA Ve ma cleaner na ti phayiphi na swi velekelo kambe neh,1284213781070061571
hitaku i timangwa loko hi vona mavala tzaneen,Hitaku I Timangwa loko hi vona mavala. #RiperileAfriikaNdzonga @ Tzaneen https://t.co/Nh9cjP8gWH,869259725820448768
siku ra kahle vavasati va africa dzonga,@Munghana Siku ra kahle vavasati va Africa Dzonga,1556882362578993153
aniswi hleketa ku valavula from experience,@nkunahleketani Aniswi hleketa KU valavula from experience https://t.co/pX1FVGBwN0,1117114075668992004
mina loq wokuma dm ya mina namuntlha switivi kuri i joke,@hlayiseka_ Mina loq wokuma dm ya mina namuntlha switivi kuri i joke😅😅😅,1509839885141786627
lol ya tona vhele nd ta bihisa munhu phe,@RikhotsoZanele lol ya tona vhele nd ta bihisa munhu phe,446980056712507392
tshikani kuyi sola khomba ya minooo kasi iya na mani ♬,Tshikani kuyi sola khomba ya minooo... Kasi iya na mani?? ♬,415393591440470016
wativa hinkwaswo nasw vona mara laya ka timbyana swi teka cup,😂😂😂wativa hinkwaswo nasw vona mara laya ka timbyana swi teka cup https://t.co/Ix22qG1T9u,851139886858088448
xi nengan xa mina axi ndli swona,Xi nengan xa mina axi ndli swona,413087714423349248
hipfukini minjhani ka letti mabaso rt mipfukin ka wesili gaddwes riperile,"Hipfukini minjhani ka Letti Mabaso?? RT ""@Letti_Letz: Mipfukin ka Wesili? ""Gaddwes: @Letti_Letz riperile""""",417689569010925568
boti hina hi tshemba nwina shivambu,@marhavuli @ThandekaLo @ntsikimazwai Boti. Hina hi tshemba nwina Shivambu,1366670001386754048
dudevanhu va tsandeka kuti khoma,@_Baritone_M dude!!vanhu va tsandeka kuti khoma,421614656814579712
lol ungari hava mbilu utafa hi mbitsi,@Hazelsolani lol ungari hava mbilu utafa hi mbitsi,393100600722079746
mehe nho vona xixevo ntsena,@Xintimani_Grace Mehe nho vona xixevo ntsena,1415193301918048257
whe itat dyisa hi vafana leswo hoxa swa so,@thabangdenia Whe itat dyisa hi vafana leswo hoxa swa so 😂,1254851864283275264
ava susi swikweleti swa hina ka,Ava susi swikweleti swa hina ka🕯🕯 https://t.co/NxPh1u3k9U,1504796126788075524
henwe ku loya ahik haha navusiku ntsena na loko u tlela na nwana munhu hi nyama u kha usw tiva kuri una hiv mara u nga vuli i vuloyi str,"Henwe ku loya ahik haha navusiku ntsena, na loko u tlela na nwana munhu hi nyama u kha usw tiva kuri una HIV mara u nga vuli I vuloyi str8",486872745763143680
ni siyeni kunene xem no kombela,"@nikkie_purpl3 Ni siyeni kunene xem, no kombela 😂😂😂😂😭😭",1371212177147895811
lol come home nta ku nyiketa hi fence lmao lol i miss it bra eh eh lol,"Lol come home , nta ku nyiketa hi fence ""@Rhu85: @gavaza_m Lmao lol I miss it bra eh eh lol""",292595853103865856
for photo dump ya yi hunguta savanna,🕯 🕯🕯🕯🕯for photo dump ya @Makhanani_Nani yi hunguta savanna 🤣🤣🤣,1542498158172831744
hahaha plus wa phapha,Hahaha plus wa phapha https://t.co/XYmINX6Xym,952596432049131520
lol ya xuri abyaha vupfi vukanyi la giyani byi vubya ka nwa mintwa kunga kule,@Swankoka Lol ya xuri abyaha vupfi vukanyi la giyani byi vubya ka nwa mintwa kunga kule,458506124380356608
tried to extinguish the sun mara hai swa tika ‍️‍️‍️,@Nwa_Xirhongani Tried to extinguish the sun mara hai swa tika 🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️,1344932820200910850
wa vona marha futhe vanwani yahava hlupha kwaaaks,"@KullieE @Sydney_Msyjo wa vona marha, futhe van'wani yahava hlupha! Kwaaaks",391481864609079296
ya thuri ri a la rt nama nama nama rothe riala nama even na tanzania vha ai tamba hei game weh,"""@IamObree: Ya thuri ri a la RT @NerdWithAtitude: Nama nama ,nama ,rothe riala NAmA!!!"" even na tanzania vha ai tamba hei game weh",351758337114775554
ubva ha matsa phuḽamulenze nga vhudzulo ndi khou ramba shony caroline mphephu ubva sibasa tshililo freddie ṱhomoli ubva cosmo city makhenzo na makhado stocks marandela ubva ha matsa phuḽamulenze,@Phalaphala @RabsVhafuwiSA @Missp_DJ Ubva Ha Matsa Phuḽamulenze nga vhudzulo 🔥 Ndi khou ramba (1) Shony Caroline Mphephu ubva Sibasa (2) Tshililo Freddie Ṱhomoli ubva Cosmo City (3) Makhenzo na Makhado Stock's Marandela ubva Ha Matsa Phuḽamulenze,1530638801298661392
tune im leaving ku jamuka in,"Tune ""@rhu_soyani: I'm leaving ku jamuka in 2015""",677805884458840064
vanhu va le giyani va na mali ko tshama ku tele town ‍️,Vanhu va le Giyani va na mali Ko tshama ku tele town 🤦🏾‍♀️,1147514169522118657
uri no vhuya rini vhona nga zwezwiasi cha pfalaho ndi inwi ndi kale ndi hone hafha fhethu ndi hone hayani hanga,"RT @MphoLalumbe uri no vhuya rini vhona nga zwezwi,asi cha pfalaho ndi inwi @Roozee_M ndi kale ndi hone hafha fhethu ndi hone hayani hanga",347985739910373376
️ hi ta ku hi etlerile na valupi haa ta vuya father daughter giyani limpopo,"#Morning🌻 😇😀🙏🏾❤️ Hi ta ku hi etlerile na vaLupi. Haa ta vuya🤣😂 Father Daughter @ Giyani, Limpopo https://t.co/7IGdkk9DZS",1264065315123716096
lol awu lava kun dlaya hiku hleka over the rinqingoukha ubha slang xa mapantsula lol i taught you well,@Khaukie_ lol awu lava kun dlaya hiku hleka over the rinqingo...ukha ubha slang xa mapantsula lol I taught you well.,817779904523698176
i miss my mama xa kunje,I miss my mama xa kunje! http://t.co/5QfpH5WP,118614428391444481
ingaku i pfa i va nkawa a zoo,Ingaku I pfa I va nkawa a zoo 🐵 https://t.co/Gjz4qM4YxP,948983657599062017
wa yi tiva ya le elim,@Miss_Pearliey Wa yi tiva ya le elim,1280586993391501312
mmmmm va ka manganyi a vatlangi maswitiva awesomeness,@Masungulo_CM Mmmmm. Va ka Manganyi a vatlangi maswitiva. Awesomeness,1247792205084815368
wena hiku u hava lol hitshiki hi bloka,@mageziphanga1 wena hiku u hava lol hitshiki hi bloka,278219630231830528
loko hina hi tlela vanhu va busy soyiki,"Loko hina hi tlela vanhu va busy, Soyiki. https://t.co/rLnImsO75i",1243788689504960512
valoni nusela hi kombe hiku anaha tlheli,@stanley79497152 😅😅 valoni nusela hi kombe hiku anaha tlheli😅😅,1493578874260795397
va thomas makolwa hiku vona,Va Thomas makolwa hiku vona https://t.co/2WgA8I8SGz,1271385399739461632
byala bya kona hinwa hi timetable,Byala bya kona hinwa hi timetable 😭,1343827529648496640
wa rila ku va be hi blackout hi vanga ku byelanga ku goodnight hina va hi byele ku goodnight hi nwana tati,Wa rila ku va be hi blackout hi 23:00 vanga ku byelanga ku goodnight.. Hina va hi byele ku goodnight hi 18:32 nwana tati..,1237083904454070272
vuloyi va vula leswi,Vuloyi va vula leswi... https://t.co/pNVuAWLQba,1389672244574572549
na mina nkombela ku swi twa,@NikiweHoleni @Lesego_Magagane Na mina nkombela ku swi twa.,1028527621150261248
vurhongo bya kona byo hela loko vanwani vari ku lorheni na,Vurhongo bya kona byo hela loko vanwani vari ku lorheni na,346019292690665472
ari ite zwa ku fhondo,@LondaniTambani ari ite zwa ku fhondo,425251977350885376
hambi ku tsakisa yini,Hambi ku tsakisa yini😪🤔 https://t.co/VSdoC3BYUA,1113007068355727360
lol xemswona ma swikota ku rima,Lol xem..swona ma swikota ku rima? https://t.co/zAAhntKlqj,665789930786963456
swimarha swimbirhi aswi wu vonangi ntlangu ni xurhe ku penga,"Swimarha swimbirhi aswi wu vonangi ntlangu, ni xurhe ku penga https://t.co/aZmJbGwEtd",1351844246375047168
ku tshuka na lavo oxa nyama,😂 ku tshuka na lavo oxa nyama,1255466074591703042
hi nga kumana ngo na ntukulu wa wena,@Maperekisi Hi nga kumana ngo na ntukulu wa wena😏,1110234381363351552
tshigwena tshiri tshikho koloda r ido vhuya nga instalment hehehe,Tshigwena tshiri tshikho koloda @tshenjo R450 ido vhuya nga instalment hehehe... @tshenjo,422793360127315969
sanibonaningyazi ani ka ngi buzi mara ngi cxela kuni txela im s biggest fan thank you limpopo️,Sanibonani😌😄😀ngyazi ani ka ngi buzi mara ngi cxela kuni txela IM @LinDough 's biggest FAN🔥😂 .Thank You❤❤😂 #TeamLinDough Limpopo❤☺️,1021093508080422912
lol ya hei lol ndi zwiliwa zwa matsonga,"Lol ya hei. Lol""@Birthmarkpoet: @lechiechamp ndi zwiliwa zwa matsonga""",394030234791870464
giyani ka hisa xem hita tswa tot and tot,Giyani ka Hisa xem😩😩😩😩 hita tswa Tot and Tot😭,936493593413464064
ni rhandza tinsimu ta vona swinene,@Munghana @BongiWil Ni rhandza tinsimu ta vona swinene,1052881487413030912
hence vana va ngavi kahle swi fana no wela,@EulahN Hence vana va ngavi kahle. Swi fana no wela.,1252710017075118081
sambo ami yi chavi nyongwha sometimes neh,@molwantwa_sambo Sambo ami yi chavi nyongwha sometimes neh😰😰😰😰,1427297117182251010
giyani town hi laha ni nga kona sweswi,Giyani town hi laha ni nga kona sweswi,602828866395209728
aniyi affordable na kwid nwana sesi ahi humeni ka swona,"@NkatekoB2 Aniyi affordable na kwid nwana sesi, ahi humeni ka swona",1245979654470729728
no lava ku dakwa,No lava ku dakwa 😩,1282277534130987010
lol ka winter school hi taxi liya ku kha ku dzikiwa hi gunit,@Gajeni_ Lol ka winter school hi Taxi liya ku kha ku dzikiwa hi G-Unit,1081278396334858242
uber ku hava laa swi famba hi ti movha ta vatswari,Uber ku hava laa. Swi famba hi ti movha ta Vatswari https://t.co/qbWwzl0MGD,959178945324376065
passes by vuka like dat day ka ndu rt kwanzima ukuvuka,"*passes by* ""@PreachersKid_PK: Vuka like dat day ka Ndu RT ""@llcooljomo: Kwanzima ukuvuka!""""",331446438015938561
leswi ko va futa timovha tibanana njhani ku ve yinwani na yinwani yi na lomu yi fanelaku ku famba kona swi faniso leswi swi komba kahle leswaku a ku fambiwa hi rivilo lerikulu,Leswi ko va futa. Timovha tibanana njhani ku ve yin'wani na yin'wani yi na lomu yi fanelaku ku famba kona? Swi faniso leswi swi komba kahle leswaku a ku fambiwa hi rivilo lerikulu https://t.co/oTEODcTv43,952058057986584576
kombela ku pfuniwa hi ngoma leyi naa,@molwantwa_sambo kombela ku pfuniwa hi ngoma leyi naa😥😢 https://t.co/fHKTmYL4Th,1490926970003021836
avhudi hurini nwana wa mukalaha,"@Rendani_532 Avhudi, hurini nwana wa mukalaha?",380234825547804673
phone yi hume ndeni ka bag ya yena ati endla clever a khomisa mghana wa yena bag,@PhyembyeMn @K_Malulekee Phone yi Hume ndeni ka bag ya yena... ATI endla clever a khomisa mghana wa yena bag😩,1515956109235961859
milo wiper ka bbm naa,@ComfortWisani milo wiper ka bbm naa,324539244070719488
nga hafha makonde ahuna mudagasi ngeo hahanu vhoo,"Nga hafha makonde ahuna mudagasi, ngeo hahanu vhoo?????",441628306233131010
na wena ungan byel ku na loloha maxa,@Maxa_N na wena ungan byel ku na loloha Maxa,416475693678329856
hala ka thdp giyani limpopo,"Hala ka T.H.D.P @ Giyani, Limpopo https://t.co/Qtrecz11ZO",749522547977363456
siku rinwan hitaze hi humelela,@fayyyyyyth Siku rinwan hitaze hi humelela🤞,1337783674453045248
vo nwina mina machimba amit yingiseli loko mi vulavula and loko mi tolovele ku ha hlekelela always loko mi hi hlamula nyompfi se hi karhal himi hlamula hansa hansa mi endla ngak mo huhwa seni tshikan kuhi yisa lomu hi nga lavek kuya hiku mitak hi ma savage kuve mo hi pfuka,"Vo nwina mina machimba amit yingiseli loko mi vulavula and loko mi tolovele ku ha hlekelela always loko mi hi hlamula nyompfi se hi karhal himi hlamula hansa hansa mi endla ngak mo huhwa seni, tshikan kuhi yisa lomu hi nga lavek kuya hiku mitak hi ma savage kuve mo hi pfuka",1329145421281759233
onge vangoni phamela na minavu ni fihluta hi tona,@mjomanii Onge vangoni phamela na minavu ni fihluta hi tona 😭,1392729619288281089
vanhu va le mhala a hi hlanganeni,Vanhu va le Mhala a hi hlanganeni.,1467402892621590530
ya neh zwia konda,"Ya neh, zwia konda",403925521958174720
munhu woka anga hlambi wa tshikiwa,@xiluvelo_xiluva Munhu woka anga hlambi wa tshikiwa😜😜😜,1315566451118485505
i ntiyiso loko xilo uxi rhandza wa xisirhelela u tlhela uxi vhikela,@NkhensiNwathiki i ntiyiso loko xilo uxi rhandza wa xisirhelela u tlhela uxi vhikela,661913861675720704
nyama ya nhloko yo swekiwa vele yi xavisiwa kwin kwala giyani,Nyama ya nhloko yo swekiwa vele yi xavisiwa kwin kwala Giyani 😢😢,1446464635004231683
lorl vabyeli wena rt mi tolovele swona rt we need a new coach mara ko va ntiyiso,"""@Jenny_swa: Lorl vabyeli wena RT @nikkie_purpl3: Mi tolovele swona. RT ""@KuuliSoul: We need a new coach #BafanaBafana"""" mara ko va ntiyiso",292675823356485633
xofane xiba ku lembe rita kota ku hela,@makunguc Xofane xiba ku lembe rita kota ku hela,333290130964086784
i need a drink he jaha awu ti hala sec e hi ta vona swinwan,"I need a drink, he jaha awu ti hala sec E hi ta vona swinwan @PrVodka_Sanchez",406461074628960256
va tshama kwala ka muyexe why ni ngam tivi,"@Sevhic_ Va tshama kwala ka Muyexe, why ni ngam tivi",1213724690457473026
pool leyi yi endla busy swinene,"Pool leyi, yi endla busy swinene https://t.co/ggqfOkz9tH",1435733944478076931
nina nwina niri la ka khashani,@RealThembzana Nina n'wina niri la ka Khashani #Lathela @Munghana,1117328148864143362
buti wa mina kunjhani vutomi byi famba njhani kwaleyoh i vona mateka hinkwaswo se i kwala nyongeni mali ya famba hi xmas,@Murhandziwa Buti wa mina kunjhani vutomi byi famba njhani kwaleyo.H i vona mateka hinkwaswo se i kwala nyongeni mali ya famba hi Xmas.,672660979537326080
